body_part,song,artist,track_url,popularity
Neck,Neck And Neck - DNMO Remix,Zeds Dead,https://open.spotify.com/track/2bCjaF7cRm53Wdq9RtkYJu,61
Neck,"My Neck, My Back (Lick It)",Khia,https://open.spotify.com/track/5r29mFrurlVBbqJzjr2XW6,65
Neck,Stiff Necked Fools,Bob Marley & The Wailers,https://open.spotify.com/track/1eN3VT6F8JNkjF9b4AMhzd,60
Nose,Nose On The Grindstone (OurVinyl Sessions),OurVinyl,https://open.spotify.com/track/4a2uqVlpRChHj32EjJLu7G,79
Nose,Red Nose,Sage The Gemini,https://open.spotify.com/track/1KIQ0RscHwxXPJUvhuO5Bl,66
Nose,Nosetalgia,Pusha T,https://open.spotify.com/track/7aK5rlTVxSgcqShPMI1TTH,65
Nose,Nosedive,BoyWithUke,https://open.spotify.com/track/4v7IE994aBZEjlo2tzZnhQ,66
Nose,Squidward Nose,cupcakKe,https://open.spotify.com/track/6CyHiyqSC7P5BAJZdgrQzO,64
Nose,Nosebleed Seats,Vansire,https://open.spotify.com/track/3zREOGri6ic2vk6Dt2NJWk,63
Nose,nose ring,Lil Peep,https://open.spotify.com/track/0Rz0cc0FAHuc2sbxmAZoZr,61
Nose,"눈,코,입 (Eyes, Nose, Lips)",TAEYANG,https://open.spotify.com/track/0lYtIvI7bO51PZSeK22Mbz,70
Nose,Nosebleed,Sophie Powers,https://open.spotify.com/track/1ElDn0WlZ4ELXHksk0Z8mu,56
Nose,A Snowflake On My Nose,Marielle Wilson,https://open.spotify.com/track/5DfVrpef8hqayH7cX85PMs,57
Pussy,Pussy & Millions (feat. Travis Scott),21 Savage,https://open.spotify.com/track/2KLwPaRDOB87XOYAT2fgxh,81
Pussy,Pussy Talk,City Girls,https://open.spotify.com/track/5EzL7hGT9g2Tvqsy158Lu9,67
Pussy,Pussy Poppin (I Don't Really Talk Like This),Rico Nasty,https://open.spotify.com/track/5Y5pnYbPnZzUhv3KEa6qbd,62
Pussy,Pussy Poppin (I Don't Really Talk Like This),Rico Nasty,https://open.spotify.com/track/0Hb2KGmwZez23POGBw2Xc2,63
Pussy,PUSSY TOO NUKEMIX,Lil Darkie,https://open.spotify.com/track/3BZP18McRvNMKJ0QYxThMr,59
Pussy,Pussy Is God,King Princess,https://open.spotify.com/track/6VCeywT4JeawuZOUkQ1okx,58
Pussy,Eatin' Pussy/Kickin' Ass,Wheeler Walker Jr.,https://open.spotify.com/track/4MInKYmt6vnJAH8NQeaZMN,57
Pussy,I Smell Pussy,G-Unit,https://open.spotify.com/track/6YTGeOilUBLvOGrpPBZ1OR,58
Pussy,Genetics (feat. Pussycat Dolls),Meghan Trainor,https://open.spotify.com/track/59F7idTDMJppMZgR6YFy4P,59
Pussy,Debilitate (feat. Pussy Riot),Pussy Riot,https://open.spotify.com/track/4lLSGmYY0E8ZGu2SzpmkAB,58
Tongue,Tongue Tied,GROUPLOVE,https://open.spotify.com/track/0GO8y8jQk1PkHzS31d699N,82
Tongue,Tongues & Teeth,The Crane Wives,https://open.spotify.com/track/0XSOLgNqtHZgEEaQyoQctR,62
Tongue,Bite Your Tongue,Attila,https://open.spotify.com/track/1lnW6hdkIDZU6JA53R0emi,61
Tongue,Tongue Tied (with YUNGBLUD & blackbear),blackbear,https://open.spotify.com/track/7jzldCBnJjpJM3epzJ85KE,61
Tongue,Tippa My Tongue,Red Hot Chili Peppers,https://open.spotify.com/track/7BCxIjRsqbc9Yiy2haBCIK,64
Tongue,Silver Tongues,Louis Tomlinson,https://open.spotify.com/track/29z96EFvG0L1wcj5kkIHzk,64
Tongue,mother tongue,Bring Me The Horizon,https://open.spotify.com/track/5IwUFTiNkarb5HEtNRtRtc,64
Tongue,Tongue,Holly Walker,https://open.spotify.com/track/78iVPIyFgGjQ0g0TmDWYtQ,63
Tongue,Sad Man's Tongue,Volbeat,https://open.spotify.com/track/7BbrlQk1YHVjHVyoGEpDV2,64
Tongue,Wagging Tongue,Depeche Mode,https://open.spotify.com/track/5g2GhW0Xdc0HHwUCaKkmRQ,66
Waist,Wading In Waist-High Water,Fleet Foxes,https://open.spotify.com/track/1u8PeiYinEIxqWGXcxSgrI,60
Waist,Wading In Waist-High Water - Solstice Version,Fleet Foxes,https://open.spotify.com/track/4hUidbtztjs6gKY5bf96FE,57
Waist,WAISTBIN,John-Robert,https://open.spotify.com/track/2wTJZjPz6CXA7u6LIR3tHy,52
Waist,IBADI (Waist),Rose May Alaba,https://open.spotify.com/track/3kBUa5io6UkLqH9amSu8aE,50
Waist,On My Waist,Warhol.SS,https://open.spotify.com/track/16au3RbAtGir6ZsFefwHrE,45
Waist,Grips on Your Waist,Shiloh Dynasty,https://open.spotify.com/track/4aGVAaYkqPZ5QBdDKTkLGT,48
Waist,Your Waist,King Perryy,https://open.spotify.com/track/2QKkkwmfTUA71dfLnMES9P,58
Waist,grips on your waist,Shiloh Dynasty,https://open.spotify.com/track/2ppPbwyzvoc875YTa6ej2V,49
Waist,Waistline,Frenna,https://open.spotify.com/track/0wd6imcxxLZhP7cTzyBeua,57
Waist,"Bad Bitch (Body, Waist, Lips, Face) [with KenTheMan]",KenTheMan,https://open.spotify.com/track/2lTas4vFJPpCVZlyJZJve0,44
Wrist,My wrist (with Young Thug),Young Thug,https://open.spotify.com/track/2beD5W9IkefQ04IO39XF7w,79
Wrist,Neck & Wrist (feat. JAY-Z & Pharrell Williams),Pusha T,https://open.spotify.com/track/7kQJCw0ZkvHgfJqRwPblmG,59
Wrist,My wrist (with Young Thug),Young Thug,https://open.spotify.com/track/4X6ipfUUYkI0XusODCeLoD,57
Wrist,Wrist,Logic,https://open.spotify.com/track/7qT7NUDywO7vNJNTNxqWiN,53
Wrist,PRINCESS CUTS MAH WRIST,Black Kray,https://open.spotify.com/track/59uBZxuzy5ILAMaaXLafLE,54
Wrist,Diamonds All on My Wrist,Lil Uzi Vert,https://open.spotify.com/track/77nc8grWapJTpC7Evz2her,53
Wrist,Flood My Wrist (feat. Lil Uzi Vert),Don Q,https://open.spotify.com/track/5Tj4faD9lGyMw8ZatUYR6G,53
Wrist,Limp Wrist,$uicideboy$,https://open.spotify.com/track/7zNjwnJWBWJDUchrHzhYMo,50
Wrist,Neck & Wrist (feat. JAY-Z & Pharrell),Pharrell Williams,https://open.spotify.com/track/5QNW6Vx14N4OfJ7D0eDg0d,53
Wrist,Wrist (feat. Solo Lucci),Chris Brown,https://open.spotify.com/track/3sHPSPSfMzziQD1v6U6vz0,53
